,site,tsOrig,dbm,id,state,last_antenna,ts,lat,lon,ordinal_date,hour
2087,TurkeyPoint,1435019295,-92.4,214,flyby,2,23/06/2015 0:28,42.71016291,-80.35733073,174,0
1538,LongPointEcoAdv,1435019551,-106.4,214,arrival,2,23/06/2015 0:32,42.68979697,-80.34951285,174,0
2334,Werden,1435107144,-116.9,214,possible flyby,2,24/06/2015 0:52,42.754635,-80.27076109,175,0
1537,LongPointEcoAdv,1435108876,-120.1,214,arrival,2,24/06/2015 1:21,42.68979697,-80.34951285,175,1
1504,LongPointEcoAdv,1435192814,-112.7,214,flyby,3,25/06/2015 0:40,42.68979697,-80.34951285,176,0
1774,OldCut,1435194818,-113.1,214,arrival,3,25/06/2015 1:13,42.58342722,-80.39647167,176,1
566,Werden,1435272990,-96.1,214,possible flyby,1,25/06/2015 22:56,42.754635,-80.27076109,176,22
920,Breakwater,1435278433,-84.1,214,arrival,1,26/06/2015 0:27,42.56109662,-80.28445147,177,0
2299,Werden,1435365424,-102,214,possible flyby,2,27/06/2015 0:37,42.754635,-80.27076109,178,0
1494,LongPointEcoAdv,1435367042,-120.4,214,arrival,2,27/06/2015 1:04,42.68979697,-80.34951285,178,1
2284,Werden,1435448290,-122.2,214,possible flyby,2,27/06/2015 23:38,42.754635,-80.27076109,178,23
2040,TurkeyPoint,1435450844,-120.2,214,flyby,1,28/06/2015 0:20,42.71016291,-80.35733073,179,0
1553,LongPointEcoAdv,1435450987,-122,214,arrival,1,28/06/2015 0:23,42.68979697,-80.34951285,179,0
2069,TurkeyPoint,1435534030,-121.6,214,flyby,1,28/06/2015 23:27,42.71016291,-80.35733073,179,23
2336,Werden,1435535173,-113.9,214,possible flyby,2,28/06/2015 23:46,42.754635,-80.27076109,179,23
1555,LongPointEcoAdv,1435540240,-118.4,214,arrival,2,29/06/2015 1:10,42.68979697,-80.34951285,180,1
2070,TurkeyPoint,1435626052,-117.3,214,arrival,1,30/06/2015 1:00,42.71016291,-80.35733073,181,1
2047,TurkeyPoint,1435707768,-111,214,arrival,1,30/06/2015 23:42,42.71016291,-80.35733073,181,23
2297,Werden,1435797270,-108.7,214,flyby,2,02/07/2015 0:34,42.754635,-80.27076109,183,0
2074,TurkeyPoint,1435797397,-118.9,214,arrival,1,02/07/2015 0:36,42.71016291,-80.35733073,183,0
2285,Werden,1435882343,-101.8,214,possible flyby,2,03/07/2015 0:12,42.754635,-80.27076109,184,0
2077,TurkeyPoint,1435883748,-113.3,214,arrival,1,03/07/2015 0:35,42.71016291,-80.35733073,184,0
1583,LongPointEcoAdv,1435967821,-114,214,arrival,2,03/07/2015 23:57,42.68979697,-80.34951285,184,23
2344,Werden,1436052959,-103.6,214,possible flyby,2,04/07/2015 23:35,42.754635,-80.27076109,185,23
1571,LongPointEcoAdv,1436054612,-119.2,214,arrival,1,05/07/2015 0:03,42.68979697,-80.34951285,186,0
2076,TurkeyPoint,1436136881,-112.6,214,flyby,1,05/07/2015 22:54,42.71016291,-80.35733073,186,22
1598,LongPointEcoAdv,1436137436,-116.5,214,arrival,3,05/07/2015 23:03,42.68979697,-80.34951285,186,23
2129,Walsingham,1436223425,-118.8,214,flyby,3,06/07/2015 22:57,42.63538061,-80.55764544,187,22
1951,OldCut,1436226129,-88.9,214,arrival,3,06/07/2015 23:42,42.58342722,-80.39647167,187,23
339,LongPointEcoAdv,1436300763,-108.5,214,flyby,3,07/07/2015 20:26,42.68979697,-80.34951285,188,20
982,Breakwater,1436314183,-95.6,214,arrival,2,08/07/2015 0:09,42.56109662,-80.28445147,189,0
555,Werden,1436389960,-106.5,214,possible flyby,1,08/07/2015 21:12,42.754635,-80.27076109,189,21
364,LongPointEcoAdv,1436391834,-120.5,214,arrival,1,08/07/2015 21:43,42.68979697,-80.34951285,189,21
234,ClearCreek,1436453634,-119,214,flyby,1,09/07/2015 14:53,42.58185569,-80.57631549,190,14
525,Walsingham,1436467233,-118.7,214,flyby,3,09/07/2015 18:40,42.63538061,-80.55764544,190,18
380,LowerBigCreek,1436467709,-122.9,214,flyby,3,09/07/2015 18:48,42.69997167,-80.54340491,190,18
1533,LongPointEcoAdv,1436489952,-114.4,214,arrival,3,10/07/2015 0:59,42.68979697,-80.34951285,191,0
1596,LongPointEcoAdv,1436573280,-108.2,214,arrival,3,11/07/2015 0:08,42.68979697,-80.34951285,192,0
126,Breakwater,1436711106,-110.2,214,flyby,1,12/07/2015 14:25,42.56109662,-80.28445147,193,14
1597,LongPointEcoAdv,1436833377,-93,214,arrival,3,14/07/2015 0:22,42.68979697,-80.34951285,195,0
1591,LongPointEcoAdv,1436917032,-100.8,214,arrival,1,14/07/2015 23:37,42.68979697,-80.34951285,195,23
2342,Werden,1437007428,-109.2,214,possible flyby,2,16/07/2015 0:43,42.754635,-80.27076109,197,0
1601,LongPointEcoAdv,1437008656,-109.8,214,arrival,3,16/07/2015 1:04,42.68979697,-80.34951285,197,1
1580,LongPointEcoAdv,1437094191,-110.2,214,arrival,3,17/07/2015 0:49,42.68979697,-80.34951285,198,0
2082,TurkeyPoint,1437266993,-116.1,214,arrival,1,19/07/2015 0:49,42.71016291,-80.35733073,200,0
2081,TurkeyPoint,1437439007,-117.8,214,arrival,1,21/07/2015 0:36,42.71016291,-80.35733073,202,0
2102,TurkeyPoint,1437526636,-115,214,arrival,1,22/07/2015 0:57,42.71016291,-80.35733073,203,0
2083,TurkeyPoint,1437612427,-113.5,214,arrival,1,23/07/2015 0:47,42.71016291,-80.35733073,204,0
2105,TurkeyPoint,1437698828,-106.8,214,arrival,1,24/07/2015 0:47,42.71016291,-80.35733073,205,0
1243,Curries,1436214252,-113.3,215,flyby,2,06/07/2015 20:24,43.05852611,-80.74791,187,20
1620,LowerBigCreek,1436483132,-102.8,215,flyby,2,09/07/2015 23:05,42.69997167,-80.54340491,190,23
2123,Walsingham,1436483714,-113.9,215,flyby,3,09/07/2015 23:15,42.63538061,-80.55764544,190,23
1661,OldCut,1436486349,-109.5,215,flyby,3,09/07/2015 23:59,42.58342722,-80.39647167,190,23
951,Breakwater,1436488312,-91.5,215,arrival,3,10/07/2015 0:31,42.56109662,-80.28445147,191,0
21,Bolin,1435962842,-99.8,216,flyby,3,03/07/2015 22:34,42.62277164,-80.72186668,184,22
220,ClearCreek,1435965886,-107.9,216,flyby,1,03/07/2015 23:24,42.58185569,-80.57631549,184,23
422,OldCut,1435968096,-116.7,216,flyby,3,04/07/2015 0:01,42.58342722,-80.39647167,185,0
121,Breakwater,1435970129,-105,216,arrival,2,04/07/2015 0:35,42.56109662,-80.28445147,185,0
257,Curries,1436038937,-98.8,216,flyby,3,04/07/2015 19:42,43.05852611,-80.74791,185,19
502,TurkeyPoint,1436046721,-114.9,216,flyby,1,04/07/2015 21:52,42.71016291,-80.35733073,185,21
153,Breakwater,1436055976,-83.2,216,arrival,2,05/07/2015 0:26,42.56109662,-80.28445147,186,0
1430,Fingal,1434070651,-117.5,217,possible flyby,3,12/06/2015 0:57,42.67308677,-81.32537922,163,0
1418,Fingal,1434156057,-109.2,217,possible flyby,3,13/06/2015 0:40,42.67308677,-81.32537922,164,0
1433,Fingal,1434239015,-115.5,217,possible flyby,2,13/06/2015 23:43,42.67308677,-81.32537922,164,23
1434,Fingal,1434330063,-111.3,217,possible flyby,3,15/06/2015 1:01,42.67308677,-81.32537922,166,1
1421,Fingal,1434417009,-109.6,217,possible flyby,3,16/06/2015 1:10,42.67308677,-81.32537922,167,1
1409,Fingal,1434504182,-113.4,217,possible flyby,3,17/06/2015 1:23,42.67308677,-81.32537922,168,1
1437,Fingal,1434589333,-113.5,217,possible flyby,3,18/06/2015 1:02,42.67308677,-81.32537922,169,1
1424,Fingal,1434675420,-109.7,217,possible flyby,3,19/06/2015 0:57,42.67308677,-81.32537922,170,0
1412,Fingal,1434751635,-113.2,217,possible flyby,2,19/06/2015 22:07,42.67308677,-81.32537922,170,22
1426,Fingal,1434848524,-110.1,217,possible flyby,3,21/06/2015 1:02,42.67308677,-81.32537922,172,1
1441,Fingal,1434933987,-117.3,217,possible flyby,3,22/06/2015 0:46,42.67308677,-81.32537922,173,0
1438,Fingal,1435017704,-110,217,possible flyby,2,23/06/2015 0:01,42.67308677,-81.32537922,174,0
1429,Fingal,1435187536,-109.7,217,possible flyby,1,24/06/2015 23:12,42.67308677,-81.32537922,175,23
1431,Fingal,1435359263,-116.1,217,possible flyby,2,26/06/2015 22:54,42.67308677,-81.32537922,177,22
1444,Fingal,1435450638,-117.9,217,possible flyby,2,28/06/2015 0:17,42.67308677,-81.32537922,179,0
1442,Fingal,1435534752,-114.1,217,possible flyby,2,28/06/2015 23:39,42.67308677,-81.32537922,179,23
1439,Fingal,1435707267,-115.4,217,possible flyby,2,30/06/2015 23:34,42.67308677,-81.32537922,181,23
1447,Fingal,1435968253,-114.4,217,possible flyby,2,04/07/2015 0:04,42.67308677,-81.32537922,185,0
1446,Fingal,1436056888,-113.5,217,possible flyby,1,05/07/2015 0:41,42.67308677,-81.32537922,186,0
1445,Fingal,1436140818,-111.1,217,possible flyby,2,06/07/2015 0:00,42.67308677,-81.32537922,187,0
1425,Fingal,1436228126,-110,217,possible flyby,2,07/07/2015 0:15,42.67308677,-81.32537922,188,0
1435,Fingal,1434674773,-115.8,218,possible flyby,2,19/06/2015 0:46,42.67308677,-81.32537922,170,0
617,WestPortBruce,1434837366,-74.6,218,possible flyby,3,20/06/2015 21:56,42.66152277,-81.06269703,171,21
593,WestPortBruce,1434844804,-116.3,218,possible flyby,1,21/06/2015 0:00,42.66152277,-81.06269703,172,0
2604,WestPortBruce,1434844804,-116.3,218,possible flyby,1,21/06/2015 0:00,42.66152277,-81.06269703,172,0
581,WestPortBruce,1434920820,-82,218,possible flyby,3,21/06/2015 21:07,42.66152277,-81.06269703,172,21
1316,EastPortBruce,1434924006,-111.2,218,flyby,3,21/06/2015 22:00,42.66175904,-80.90435689,172,22
871,Bolin,1434925366,-98.3,218,flyby,3,21/06/2015 22:22,42.62277164,-80.72186668,172,22
1210,ClearCreek,1434926831,-86.2,218,flyby,1,21/06/2015 22:47,42.58185569,-80.57631549,172,22
2004,OldCut,1434928762,-94.6,218,flyby,2,21/06/2015 23:19,42.58342722,-80.39647167,172,23
990,Breakwater,1434934609,-102.2,218,arrival,1,22/06/2015 0:56,42.56109662,-80.28445147,173,0
594,WestPortBruce,1435001421,-99.4,218,flyby,1,22/06/2015 19:30,42.66152277,-81.06269703,173,19
301,EastPortBruce,1435006304,-96.7,218,flyby,1,22/06/2015 20:51,42.66175904,-80.90435689,173,20
68,Bolin,1435011019,-91.1,218,flyby,3,22/06/2015 22:10,42.62277164,-80.72186668,173,22
211,ClearCreek,1435014089,-82.5,218,flyby,1,22/06/2015 23:01,42.58185569,-80.57631549,173,23
479,OldCut,1435017662,-87.6,218,arrival,3,23/06/2015 0:01,42.58342722,-80.39647167,174,0
2573,WestPortBruce,1435099970,-88.9,218,possible flyby,2,23/06/2015 22:52,42.66152277,-81.06269703,174,22
2687,WestPortBruce,1435193097,-118.6,218,possible flyby,2,25/06/2015 0:44,42.66152277,-81.06269703,176,0
2670,WestPortBruce,1435278481,-118.6,218,possible flyby,2,26/06/2015 0:28,42.66152277,-81.06269703,177,0
2644,WestPortBruce,1435363099,-116.8,218,possible flyby,2,26/06/2015 23:58,42.66152277,-81.06269703,177,23
2577,WestPortBruce,1435710214,-117.4,218,possible flyby,2,01/07/2015 0:23,42.66152277,-81.06269703,182,0
2659,WestPortBruce,1435797046,-119.7,218,possible flyby,2,02/07/2015 0:30,42.66152277,-81.06269703,183,0
2647,WestPortBruce,1435881855,-122.6,218,possible flyby,2,03/07/2015 0:04,42.66152277,-81.06269703,184,0
2648,WestPortBruce,1435968311,-113.6,218,possible flyby,3,04/07/2015 0:05,42.66152277,-81.06269703,185,0
2622,WestPortBruce,1436048593,-104.4,218,possible flyby,1,04/07/2015 22:23,42.66152277,-81.06269703,185,22
2663,WestPortBruce,1436140393,-119.4,218,possible flyby,2,05/07/2015 23:53,42.66152277,-81.06269703,186,23
2583,WestPortBruce,1436226558,-83.7,218,possible flyby,3,06/07/2015 23:49,42.66152277,-81.06269703,187,23
2584,WestPortBruce,1436572268,-104.5,218,possible flyby,2,10/07/2015 23:51,42.66152277,-81.06269703,191,23
2585,WestPortBruce,1436652812,-115.2,218,possible flyby,2,11/07/2015 22:13,42.66152277,-81.06269703,192,22
2586,WestPortBruce,1436746542,-107,218,possible flyby,3,13/07/2015 0:15,42.66152277,-81.06269703,194,0
2587,WestPortBruce,1436830167,-119.2,218,possible flyby,2,13/07/2015 23:29,42.66152277,-81.06269703,194,23
2520,WestPortBruce,1436915168,-119.5,218,possible flyby,2,14/07/2015 23:06,42.66152277,-81.06269703,195,23
2589,WestPortBruce,1437006542,-120.3,218,possible flyby,2,16/07/2015 0:29,42.66152277,-81.06269703,197,0
3,Aylmer,1437072939,-96.8,218,flyby,1,16/07/2015 18:55,42.80032503,-80.94622411,197,18
319,Falconer,1437078294,-121.3,218,flyby,2,16/07/2015 20:24,42.81413538,-80.58483503,197,20
351,LongPointEcoAdv,1437084248,-117.2,218,flyby,2,16/07/2015 22:04,42.68979697,-80.34951285,197,22
164,Breakwater,1437089961,-98.9,218,arrival,1,16/07/2015 23:39,42.56109662,-80.28445147,197,23
1479,LongPointEcoAdv,1437170640,-115.4,218,flyby,2,17/07/2015 22:04,42.68979697,-80.34951285,198,22
901,Breakwater,1437176885,-91.4,218,arrival,1,17/07/2015 23:48,42.56109662,-80.28445147,198,23
592,WestPortBruce,1437247685,-93.9,218,flyby,1,18/07/2015 19:28,42.66152277,-81.06269703,199,19
287,EastPortBruce,1437249324,-81.8,218,flyby,2,18/07/2015 19:55,42.66175904,-80.90435689,199,19
247,ClearCreek,1437255010,-84.5,218,flyby,1,18/07/2015 21:30,42.58185569,-80.57631549,199,21
408,OldCut,1437259622,-92.6,218,arrival,2,18/07/2015 22:47,42.58342722,-80.39647167,199,22
1781,OldCut,1437347600,-117.3,218,possible arrival,2,19/07/2015 23:13,42.58342722,-80.39647167,200,23
931,Breakwater,1437432832,-112.8,218,possible arrival,2,20/07/2015 22:53,42.56109662,-80.28445147,201,22
2060,TurkeyPoint,1437614119,-105.4,218,possible arrival,1,23/07/2015 1:15,42.71016291,-80.35733073,204,1
1428,Fingal,1434069951,-114,219,possible flyby,2,12/06/2015 0:45,42.67308677,-81.32537922,163,0
596,WestPortBruce,1434311812,-119.1,219,flyby,2,14/06/2015 19:56,42.66152277,-81.06269703,165,19
304,EastPortBruce,1434315509,-95.5,219,flyby,1,14/06/2015 20:58,42.66175904,-80.90435689,165,20
36,Bolin,1434317110,-93.9,219,flyby,3,14/06/2015 21:25,42.62277164,-80.72186668,165,21
243,ClearCreek,1434318547,-75.1,219,flyby,1,14/06/2015 21:49,42.58185569,-80.57631549,165,21
175,BSC,1434319718,-115.2,219,flyby,1,14/06/2015 22:08,42.6153719,-80.458146,165,22
490,OldCut,1434320255,-89.7,219,flyby,2,14/06/2015 22:17,42.58342722,-80.39647167,165,22
967,Breakwater,1434323330,-96.2,219,flyby,1,14/06/2015 23:08,42.56109662,-80.28445147,165,23
1843,OldCut,1434329822,-81.9,219,arrival final,3,15/06/2015 0:57,42.58342722,-80.39647167,166,0
2018,OldCut,1434330348,-93.2,219,sleep time,3,15/06/2015 1:05,42.58342722,-80.39647167,166,1
1443,Fingal,1434410043,-111.3,219,possible flyby,3,15/06/2015 23:14,42.67308677,-81.32537922,166,23
598,WestPortBruce,1434462518,-100.5,219,flyby,3,16/06/2015 13:48,42.66152277,-81.06269703,167,13
309,EastPortBruce,1434464264,-89.9,219,flyby,2,16/06/2015 14:17,42.66175904,-80.90435689,167,14
42,Bolin,1434465721,-119.9,219,flyby,3,16/06/2015 14:42,42.62277164,-80.72186668,167,14
227,ClearCreek,1434466620,-91.1,219,flyby,1,16/06/2015 14:57,42.58185569,-80.57631549,167,14
173,BSC,1434467472,-113.8,219,flyby,1,16/06/2015 15:11,42.6153719,-80.458146,167,15
459,OldCut,1434467809,-110.6,219,flyby,3,16/06/2015 15:16,42.58342722,-80.39647167,167,15
141,Breakwater,1434468352,-97.5,219,flyby,1,16/06/2015 15:25,42.56109662,-80.28445147,167,15
379,LongPointTip,1434469626,-82.3,219,arrival,1,16/06/2015 15:47,42.54871967,-80.05079744,167,15
607,WestPortBruce,1434716352,-80.1,219,flyby,3,19/06/2015 12:19,42.66152277,-81.06269703,170,12
310,EastPortBruce,1434718531,-86.5,219,flyby,3,19/06/2015 12:55,42.66175904,-80.90435689,170,12
54,Bolin,1434720524,-111.5,219,flyby,2,19/06/2015 13:28,42.62277164,-80.72186668,170,13
253,ClearCreek,1434722633,-102.7,219,arrival,1,19/06/2015 14:03,42.58185569,-80.57631549,170,14
2497,WestPortBruce,1435104314,-117.2,219,flyby,2,24/06/2015 0:05,42.66152277,-81.06269703,175,0
1317,EastPortBruce,1435106315,-94.1,219,flyby,2,24/06/2015 0:38,42.66175904,-80.90435689,175,0
818,Bolin,1435107744,-95.8,219,flyby,1,24/06/2015 1:02,42.62277164,-80.72186668,175,1
1216,ClearCreek,1435108402,-111.2,219,flyby,2,24/06/2015 1:13,42.58185569,-80.57631549,175,1
1022,BSC,1435109130,-112.2,219,flyby,1,24/06/2015 1:25,42.6153719,-80.458146,175,1
1893,OldCut,1435109445,-98.6,219,arrival final,2,24/06/2015 1:30,42.58342722,-80.39647167,175,1
1851,OldCut,1435109850,-111.9,219,sleep time,3,24/06/2015 1:37,42.58342722,-80.39647167,175,1
1417,Fingal,1435187151,-115,219,flyby,3,24/06/2015 23:05,42.67308677,-81.32537922,175,23
2626,WestPortBruce,1435192644,-85.5,219,flyby,3,25/06/2015 0:37,42.66152277,-81.06269703,176,0
1362,EastPortBruce,1435193609,-88.8,219,flyby,2,25/06/2015 0:53,42.66175904,-80.90435689,176,0
840,Bolin,1435194504,-98.2,219,flyby,1,25/06/2015 1:08,42.62277164,-80.72186668,176,1
1096,ClearCreek,1435195256,-113.3,219,flyby,1,25/06/2015 1:20,42.58185569,-80.57631549,176,1
1009,BSC,1435195796,-112.1,219,flyby,1,25/06/2015 1:29,42.6153719,-80.458146,176,1
1643,OldCut,1435196082,-89.2,219,arrival final,2,25/06/2015 1:34,42.58342722,-80.39647167,176,1
1751,OldCut,1435196118,-110.1,219,sleep time,3,25/06/2015 1:35,42.58342722,-80.39647167,176,1
2512,WestPortBruce,1435276645,-90.7,219,flyby,3,25/06/2015 23:57,42.66152277,-81.06269703,176,23
1291,EastPortBruce,1435277937,-92.9,219,flyby,1,26/06/2015 0:18,42.66175904,-80.90435689,177,0
712,Bolin,1435279328,-102,219,flyby,1,26/06/2015 0:42,42.62277164,-80.72186668,177,0
1742,OldCut,1435281769,-92.9,219,arrival final,2,26/06/2015 1:22,42.58342722,-80.39647167,177,1
1427,Fingal,1435359404,-113.2,219,possible flyby,2,26/06/2015 22:56,42.67308677,-81.32537922,177,22
2409,WestPortBruce,1435365550,-112,219,flyby,2,27/06/2015 0:39,42.66152277,-81.06269703,178,0
1416,Fingal,1435616304,-85.7,219,possible flyby,3,29/06/2015 22:18,42.67308677,-81.32537922,180,22
1406,Fingal,1435703236,-113.6,219,flyby,2,30/06/2015 22:27,42.67308677,-81.32537922,181,22
2533,WestPortBruce,1435709225,-89.6,219,flyby,3,01/07/2015 0:07,42.66152277,-81.06269703,182,0
1365,EastPortBruce,1435710786,-92.4,219,flyby,1,01/07/2015 0:33,42.66175904,-80.90435689,182,0
856,Bolin,1435711968,-91.2,219,flyby,1,01/07/2015 0:52,42.62277164,-80.72186668,182,0
1209,ClearCreek,1435712979,-90.2,219,flyby,1,01/07/2015 1:09,42.58185569,-80.57631549,182,1
1981,OldCut,1435714119,-94.9,219,arrival final,3,01/07/2015 1:28,42.58342722,-80.39647167,182,1
1422,Fingal,1435875006,-103.9,219,flyby,2,02/07/2015 22:10,42.67308677,-81.32537922,183,22
2404,WestPortBruce,1435882110,-121.4,219,flyby,2,03/07/2015 0:08,42.66152277,-81.06269703,184,0
1410,Fingal,1436395903,-103.3,219,possible flyby,3,08/07/2015 22:51,42.67308677,-81.32537922,189,22
1440,Fingal,1436482523,-94.4,219,flyby,3,09/07/2015 22:55,42.67308677,-81.32537922,190,22
2448,WestPortBruce,1436485915,-106.5,219,flyby,2,09/07/2015 23:51,42.66152277,-81.06269703,190,23
1307,EastPortBruce,1436487285,-97.8,219,flyby,1,10/07/2015 0:14,42.66175904,-80.90435689,191,0
865,Bolin,1436488409,-103.5,219,flyby,1,10/07/2015 0:33,42.62277164,-80.72186668,191,0
1206,ClearCreek,1436489761,-99,219,flyby,1,10/07/2015 0:56,42.58185569,-80.57631549,191,0
1869,OldCut,1436490879,-95.7,219,arrival,2,10/07/2015 1:14,42.58342722,-80.39647167,191,1
7,Aylmer,1436564905,-114.9,219,flyby,1,10/07/2015 21:48,42.80032503,-80.94622411,191,21
318,Falconer,1436571925,-88.9,219,flyby,1,10/07/2015 23:45,42.81413538,-80.58483503,191,23
372,LongPointEcoAdv,1436575694,-114.3,219,arrival,2,11/07/2015 0:48,42.68979697,-80.34951285,192,0
652,Bolin,1436660582,-116.6,219,flyby,1,12/07/2015 0:23,42.62277164,-80.72186668,193,0
1184,ClearCreek,1436662151,-121.2,219,flyby,2,12/07/2015 0:49,42.58185569,-80.57631549,193,0
1913,OldCut,1436663501,-89.1,219,arrival,2,12/07/2015 1:11,42.58342722,-80.39647167,193,1
655,Bolin,1436744817,-121.5,219,flyby,1,12/07/2015 23:46,42.62277164,-80.72186668,193,23
2137,Walsingham,1436746236,-105.2,219,flyby,3,13/07/2015 0:10,42.63538061,-80.55764544,194,0
1889,OldCut,1436748116,-105.1,219,arrival,1,13/07/2015 0:41,42.58342722,-80.39647167,194,0
2378,WestPortBruce,1436827803,-98.5,219,flyby,2,13/07/2015 22:50,42.66152277,-81.06269703,194,22
1302,EastPortBruce,1436829165,-88.8,219,flyby,1,13/07/2015 23:12,42.66175904,-80.90435689,194,23
661,Bolin,1436830563,-77.2,219,flyby,1,13/07/2015 23:36,42.62277164,-80.72186668,194,23
1114,ClearCreek,1436831915,-94.2,219,flyby,1,13/07/2015 23:58,42.58185569,-80.57631549,194,23
1882,OldCut,1436833823,-101.2,219,arrival,3,14/07/2015 0:30,42.58342722,-80.39647167,195,0
1633,LowerBigCreek,1436918632,-105.1,219,flyby,1,15/07/2015 0:03,42.69997167,-80.54340491,196,0
2141,Walsingham,1436920604,-100.3,219,flyby,3,15/07/2015 0:36,42.63538061,-80.55764544,196,0
1776,OldCut,1436922266,-101.5,219,arrival,3,15/07/2015 1:04,42.58342722,-80.39647167,196,1
2039,Rondeau,1437008550,-105.4,219,flyby,2,16/07/2015 1:02,42.28247991,-81.84106208,197,1
2117,Walsingham,1437090906,-113.9,219,flyby,3,16/07/2015 23:55,42.63538061,-80.55764544,197,23
1007,BSC,1437092247,-93.9,219,flyby,4,17/07/2015 0:17,42.6153719,-80.458146,198,0
1821,OldCut,1437093198,-87.1,219,arrival,3,17/07/2015 0:33,42.58342722,-80.39647167,198,0
1466,Langford,1437264586,-114.6,219,flyby,1,19/07/2015 0:09,42.69455883,-80.64781573,200,0
2124,Walsingham,1437265423,-82.7,219,flyby,3,19/07/2015 0:23,42.63538061,-80.55764544,200,0
1783,OldCut,1437268425,-102.9,219,arrival,2,19/07/2015 1:13,42.58342722,-80.39647167,200,1
918,Breakwater,1437345635,-110.3,219,flyby,2,19/07/2015 22:40,42.56109662,-80.28445147,200,22
1465,Langford,1437438437,-111,219,flyby,3,21/07/2015 0:27,42.69455883,-80.64781573,202,0
2122,Walsingham,1437439515,-81.8,219,flyby,3,21/07/2015 0:45,42.63538061,-80.55764544,202,0
2057,TurkeyPoint,1437613302,-116.5,219,arrival,1,23/07/2015 1:01,42.71016291,-80.35733073,204,1
2277,Waterford,1433549545,-107.8,220,possible departure,2,06/06/2015 0:12,42.91552542,-80.31078542,157,0
2278,Waterford,1433637323,-106.7,220,possible departure,2,07/06/2015 0:35,42.91552542,-80.31078542,158,0
2171,Waterford,1433723433,-94,220,possible departure,2,08/06/2015 0:30,42.91552542,-80.31078542,159,0
2276,Waterford,1433809713,-95.7,220,possible departure,2,09/06/2015 0:28,42.91552542,-80.31078542,160,0
2281,Waterford,1433898542,-104.3,220,unlikely departure,2,10/06/2015 1:09,42.91552542,-80.31078542,161,1
2174,Waterford,1433983601,-111,220,unlikely departure,2,11/06/2015 0:46,42.91552542,-80.31078542,162,0
2279,Waterford,1434070371,-109.1,220,unlikely departure,2,12/06/2015 0:52,42.91552542,-80.31078542,163,0
2280,Waterford,1434158575,-102.6,220,unlikely departure,3,13/06/2015 1:22,42.91552542,-80.31078542,164,1
2272,Waterford,1434245210,-98.3,220,possible departure,2,14/06/2015 1:26,42.91552542,-80.31078542,165,1
2282,Waterford,1434331739,-84.7,220,unlikely departure,1,15/06/2015 1:28,42.91552542,-80.31078542,166,1
2206,Waterford,1434331888,-105,220,sleep time,1,15/06/2015 1:31,42.91552542,-80.31078542,166,1
2283,Waterford,1434418523,-90.8,220,possible departure,3,16/06/2015 1:35,42.91552542,-80.31078542,167,1
2192,Waterford,1434504889,-84.4,220,unlikely departure,3,17/06/2015 1:34,42.91552542,-80.31078542,168,1
761,Bolin,1435705241,-122.6,220,departure,3,30/06/2015 23:00,42.62277164,-80.72186668,181,23
1187,ClearCreek,1435707112,-87.7,220,flyby,1,30/06/2015 23:31,42.58185569,-80.57631549,181,23
1819,OldCut,1435709577,-86.8,220,arrival final,1,01/07/2015 0:12,42.58342722,-80.39647167,182,0
1793,OldCut,1435712750,-112.6,220,sleep time,3,01/07/2015 1:05,42.58342722,-80.39647167,182,1
765,Bolin,1435788320,-96.5,220,departure,3,01/07/2015 22:05,42.62277164,-80.72186668,182,22
1214,ClearCreek,1435793597,-103.9,220,flyby,1,01/07/2015 23:33,42.58185569,-80.57631549,182,23
1960,OldCut,1435798396,-92.5,220,arrival final,2,02/07/2015 0:53,42.58342722,-80.39647167,183,0
1964,OldCut,1435798509,-113.8,220,sleep time,2,02/07/2015 0:55,42.58342722,-80.39647167,183,0
810,Bolin,1435880901,-87.6,220,departure,3,02/07/2015 23:48,42.62277164,-80.72186668,183,23
1155,ClearCreek,1435883071,-112,220,flyby,2,03/07/2015 0:24,42.58185569,-80.57631549,184,0
1800,OldCut,1435885400,-89.7,220,arrival,2,03/07/2015 1:03,42.58342722,-80.39647167,184,1
842,Bolin,1435961411,-118.9,220,departure,1,03/07/2015 22:10,42.62277164,-80.72186668,184,22
959,Breakwater,1435970146,-104,220,arrival,1,04/07/2015 0:35,42.56109662,-80.28445147,185,0
1994,OldCut,1435971669,-111.3,220,arrival,3,04/07/2015 1:01,42.58342722,-80.39647167,185,1
2232,Waterford,1433552052,-106.4,221,unlikely departure,2,06/06/2015 0:54,42.91552542,-80.31078542,157,0
2273,Waterford,1433640204,-105.7,221,possible departure,2,07/06/2015 1:23,42.91552542,-80.31078542,158,1
2274,Waterford,1433726121,-101.2,221,unlikely departure,1,08/06/2015 1:15,42.91552542,-80.31078542,159,1
2275,Waterford,1433726163,-102.2,221,sleep time,1,08/06/2015 1:16,42.91552542,-80.31078542,159,1
2168,Waterford,1433812094,-107.7,221,unlikely departure,2,09/06/2015 1:08,42.91552542,-80.31078542,160,1
2160,Waterford,1433898557,-91.8,221,unlikely departure,2,10/06/2015 1:09,42.91552542,-80.31078542,161,1
2157,Waterford,1433900636,-111.3,221,sleep time,1,10/06/2015 1:43,42.91552542,-80.31078542,161,1
2158,Waterford,1433984267,-108.7,221,unlikely departure,1,11/06/2015 0:57,42.91552542,-80.31078542,162,0
